text,score,magnitude,sentiment
Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/NlM081YE2R,0.400000006,0.8000000119,Irrelevante
Peça seu Cartão de Crédito American Express® Membership Card e tenha benefícios exclusivos. Leva menos de 3 minutos! http://t.co/tDTN7BbCns,0,0.3000000119,Irrelevante
Cartão de Crédito American Express® c/ benefícios exclusivos + isenção da 1ª anuidade e 2 adicionais gratuitos! http://t.co/tDTN7BbCns,0.3000000119,0.6999999881,Irrelevante
Peça seu Cartão de Crédito Bradesco Visa com a 1ª Anuidade gratuita + 2 adicionais gratuitos. Leva menos de 3 minutos http://t.co/9tjeYU18xe,0.3000000119,1,Irrelevante
Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/9tjeYU18xe,0.400000006,0.8000000119,Irrelevante
Peça seu Cartão de Crédito American Express® Membership Card e tenha benefícios exclusivos. Leva menos de 3 minutos! http://t.co/bMbKjF7NjA,0,0.3000000119,Irrelevante
Peça seu Cartão de Crédito American Express® Membership Card e tenha benefícios exclusivos. Leva menos de 3 minutos! http://t.co/F8nbLTU4BV,0,0.3000000119,Irrelevante
Trabalhar pode? #beats #bradesco #social http://t.co/FqlF7Gv3Vw,0.1000000015,0.5,Irrelevante
Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/cfi2HMerj2,0.400000006,0.8000000119,Irrelevante
Cartão de Crédito American Express® c/ benefícios exclusivos + isenção da 1ª anuidade e 2 adicionais gratuitos! http://t.co/NrWCJ47UAP,0.3000000119,0.6999999881,Irrelevante
Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/0gLtVQ5MOn,0.400000006,0.8000000119,Irrelevante
Mega parceria! #Bradesco e #Claro se unem e miram público sem conta. http://t.co/T1x9fwnUu5,0.1000000015,0.3000000119,Irrelevante
Ei @Bradesco ai tem uma vaga pro Luis Fabiano?,0,0,Irrelevante
Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!,-0.400000006,0.400000006,Irrelevante
@santander_br Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!,-0.400000006,0.400000006,Irrelevante
@Bradesco Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!.,-0.400000006,0.400000006,Irrelevante
@Bradesco EU POSSO MENCIONAR O #SEUTWITTERAOVIVONOMEUPROGRAMA AQUI NA &gt;&gt; http://t.co/YDL7vusk3g,0,0,Irrelevante
Nunca pedimos atualização da chave de segurança por e-mail. Avise os amigos! #segurança,0,1,Irrelevante
Presente do Super após minha excelente eficiência! Kkk #link237 #bradesco #work http://t.co/EGHzLQWmy3,0.6999999881,1.5,Irrelevante
Ok @AloBradesco: @ClistenesCarlos Vamos notificar a área responsável. Por favor nos envie seu telefone com DDD por DM.,0,0.1000000015,Irrelevante
"Amanhã, 15/11, é feriado nacional e não terá expediente nas agências. ;)",0,0.6000000238,Irrelevante
A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/pF1uf1g7i1,0.200000003,0.6999999881,Irrelevante
A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/cgbUjoz0tc,0.200000003,0.6999999881,Irrelevante
A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/T2mTe7JtTk,0.200000003,0.6999999881,Irrelevante
A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/q6KfV6t6ts,0.200000003,0.6999999881,Irrelevante
Agência do #Bradesco é assaltada em Feira de Santana http://t.co/ZbXExJ1TXC,0.1000000015,0.1000000015,Irrelevante
#CarnavalGlobeleza2014 é um oferecimento #TIM #Bradesco,0.1000000015,0.1000000015,Irrelevante
Pensamos no futuro hj p/ estarmos prontos p/ o amanhã. Lançamos o 1° app p/ Google Glass. Olha só como funciona: http://t.co/yzjWICzQtw,0,0.400000006,Irrelevante
Bradesco lança aplicativo para Google Glass #Bradesco #GoogleGlass  http://t.co/AIaSnYsBUs,0,0,Irrelevante
@AloBradesco DM,0,0,Irrelevante
Bradesco cria app para o Google Glass. (http://t.co/E13XJRHAxS) #bradesco #google #googleglass,0,0,Irrelevante
#Bradesco sai na frente e lança app para #GoogleGlass http://t.co/Zx8QFhJZ4s,0.200000003,0.200000003,Irrelevante
RIO DE JANEIRO | Veja a montagem da Árvore de Natal da #Bradesco Seguros  http://t.co/HlOVdp55cE,0.1000000015,0.200000003,Irrelevante
"Itaú, Bradesco e Banco do Brasil são as marcas mais valiosas do país. (http://t.co/Au1AmgxLfR)  #interbrand #itaú #bradesco #bb",0.3000000119,0.3000000119,Irrelevante
#Bradesco se adianta e será 1º banco com #app para o #GoogleGlass ? http://t.co/fBL6n0cCF6 http://t.co/s6f4SVVPzd,0,0.3000000119,Irrelevante
A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! http://t.co/w5Ev50Tob6,0.200000003,0.6999999881,Irrelevante
Não deixe de conferir o valor da compra antes de digitar a sua senha. #segurança ;),0,0,Irrelevante
Árvore de Natal da #Bradesco Seguros inaugura hoje.   http://t.co/86YFWogQdu,0.1000000015,0.1000000015,Irrelevante
Árvore de Natal da #Bradesco Seguros inaugura hoje. http://t.co/vSkU3I08dZ,0.1000000015,0.1000000015,Irrelevante
#BoaTarde #Sol #Domingo #Almoço #DiasDavila #Bradesco http://t.co/Wjq8zsbG4a,0.200000003,0.200000003,Irrelevante
@fabiaof1 \o/ #vaiLanús!,0,0,Irrelevante
Saiu de casa e esqueceu o cartão? Sem problemas! C/ a Biometria vc pode sacar usando a palma da mão! :D,0.5,1.799999952,Irrelevante
@isabakir Bom dia! O que aconteceu?,0.200000003,0.5,Irrelevante
#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/BFupxbG6yp,0.1000000015,0.1000000015,Irrelevante
Bradesco Seguros estimula vida saudável com serviço de aluguel de bikes em São Paulo. (http://t.co/P2C4x6h8y2)  #bradesco #bicicletas...,0.6999999881,0.6999999881,Irrelevante
#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/IvvQPJbW02,0.1000000015,0.1000000015,Irrelevante
@aloPSeca @LeiSecaRJ @AloBradesco @FabiGomesRJ @FEBRABAN @GovRJ Meu comprovante esta guardado....O @SacSantander_br FAZ PROPAGANDA ENGANOSA,-0.1000000015,0.400000006,Irrelevante
#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/NyBqh7ElML,0.1000000015,0.1000000015,Irrelevante
Em 2014 queremos que todo mundo tenha o que quiser! O que vc mais quer para 2014? #QueroQueTodoMundoTenha http://t.co/zUZU0294mQ,0,0.400000006,Irrelevante
#Bradesco Seguros inaugura o Ciclo Sampa. http://t.co/DNglnYSftL,0.1000000015,0.1000000015,Irrelevante
#QueroQueTodoMundoTenha dentes que não sujam http://t.co/4K3HG6kIc9 https://t.co/5wlkdxAyW8,-0.1000000015,0.1000000015,Irrelevante
O novo Guia de Aparelhos da #TIM mostra de um jeito simples e fácil todas as funcionalidades do seu celular. Acesse: http://t.co/A6mRlJc7JT,0.400000006,0.8999999762,Irrelevante
Herdeira do @Bradesco sofre nova derrota em processo bilionário contra o banco http://t.co/gU0exhcIAd,0,0,Irrelevante
